University of Pxalit'k'a players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
University of Seraphia players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
roe,128,6106,10,4,7,2,28.5714285714286,0,0,0,0,35,3,1436,301,1135,4,36,19,52.7777777777778, -18.109375
fu,39,1562,155,790,725,345,47.5862068965517,184,56,17,10,51,23,288,51,237,65,685,356,51.970802919708, -0.692307692307692
noe,64,2887,174,1323,1148,535,46.602787456446,411,129,33,11,167,31,325,76,249,57,1492,802,53.7533512064343, -5.03125
lu,38,1456,118,909,759,371,48.8801054018445,248,62,9,5,57,12,202,53,149,52,650,320,49.2307692307692, 0.184210526315789
ilu,40,742,317,473,394,188,47.7157360406091,106,21,14,12,24,9,102,26,76,8,337,170,50.4451038575668, -2.475
ilu,5,35,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0, -3
roe,69,1707,203,1003,866,415,47.9214780600462,333,100,0,0,68,15,330,75,255,96,803,419,52.1793275217933, -1.92753623188406
app,69,2988,116,1837,1644,669,40.6934306569343,666,180,230,125,341,38,385,98,287,81,1504,799,53.125, -27.0434782608696
roe,7,94,15,50,49,24,48.9795918367347,0,0,2,2,1,3,12,3,9,6,45,24,53.3333333333333, 0.571428571428571
lu,73,2385,1021,1406,1289,617,47.866563227308,265,102,17,10,84,46,425,101,324,93,712,314,44.1011235955056, -6.23287671232877
noe,4,38,0,0,0,0,0,0,0,0,0,0,0,12,2,10,0,0,0,0, 2.75
noe,52,959,82,646,677,320,47.2673559822747,0,0,14,6,108,9,313,67,246,72,465,229,49.247311827957, -7.67307692307692
kaf,10,138,6,49,64,24,37.5,0,0,4,1,10,2,15,3,12,15,93,50,53.763440860215, -6.1
kaf,5,87,6,50,46,20,43.4782608695652,19,6,1,1,6,1,14,2,12,4,50,27,54, 0.8
fu,20,396,84,194,144,77,53.4722222222222,49,22,7,2,5,5,48,11,37,3,159,88,55.3459119496855, -0.45
University of Holykol players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
ilu,65,2894,83,27,30,11,36.6666666666667,0,0,6,5,0,1,990,232,758,5,57,34,59.6491228070175, 2.93846153846154
lu,102,2551,302,550,586,269,45.9044368600683,0,0,30,12,99,34,473,114,359,121,1158,570,49.2227979274611, 0.245098039215686
pot,35,1148,276,687,633,285,45.0236966824645,187,52,7,6,37,17,143,28,115,24,541,273,50.4621072088725, 2.62857142857143
roe,32,1425,113,958,787,399,50.6988564167726,268,79,0,0,58,17,172,33,139,31,761,410,53.8764783180026, 1.40625
roe,35,1503,284,957,742,392,52.8301886792453,247,79,2,2,49,18,203,52,151,53,513,245,47.7582846003899, 2.51428571428571
pot,45,1688,109,2,1,1,100,0,0,0,0,0,0,530,146,384,2,4,2,50, 0.0888888888888889
app,78,2153,353,791,814,382,46.9287469287469,0,0,66,27,80,39,362,93,269,146,790,367,46.4556962025316, -1.85897435897436
roe,20,326,49,215,189,90,47.6190476190476,52,9,2,1,12,3,38,7,31,12,190,112,58.9473684210526, 0.8
lu,47,1670,159,826,726,323,44.4903581267218,277,84,29,15,50,44,188,47,141,87,668,299,44.7604790419162, 4.02127659574468
pot,36,1468,491,828,665,339,50.9774436090226,216,70,0,0,44,16,186,47,139,24,660,325,49.2424242424242, 3.41666666666667
pot,11,250,11,0,0,0,0,0,0,0,0,0,0,78,26,52,0,0,0,0, 3.09090909090909
fu,14,282,36,56,74,26,35.1351351351351,0,0,8,4,4,2,66,9,57,7,156,100,64.1025641025641, 1.85714285714286
fu,101,3502,823,2307,2049,1150,56.1249389946315,0,0,10,7,105,35,374,93,281,145,1749,862,49.2853058890795, -0.277227722772277
pot,21,390,49,261,213,114,53.5211267605634,73,22,0,0,9,8,51,15,36,17,170,76,44.7058823529412, -0.333333333333333
kaf,12,218,58,104,88,46,52.2727272727273,14,4,4,3,5,1,31,4,27,7,89,52,58.4269662921348, 3
University of Norkute players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
pot,32,1537,0,0,1,0,0,0,0,0,0,3,2,308,58,250,1,15,6,40, -2.90625
ilo,100,4151,990,1738,1641,862,52.5289457647776,0,0,22,14,112,62,939,212,727,173,1661,875,52.6791089704997, 1.28
app,47,1511,439,766,689,318,46.1538461538462,246,70,0,0,48,24,195,58,137,40,613,306,49.9184339314845, -0.893617021276596
pot,128,5763,751,3460,2949,1508,51.135978297728,805,225,4,0,201,78,642,156,486,117,2597,1367,52.6376588371198, -1.3125
pot,128,5617,483,2444,2130,965,45.3051643192488,942,253,19,11,222,52,656,153,503,67,2451,1221,49.8164014687883, -0.96875
noe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
noe,9,117,9,43,37,21,56.7567567567568,0,0,2,1,1,0,27,6,21,8,48,24,50, 1.44444444444444
lu,71,2110,238,956,895,384,42.9050279329609,290,86,21,15,70,39,226,60,166,121,774,339,43.7984496124031, 2.87323943661972
fu,13,205,26,116,92,47,51.0869565217391,32,11,4,2,3,2,15,3,12,15,104,42,40.3846153846154, 0.769230769230769
lu,1,22,3,4,5,2,40,0,0,0,0,0,1,3,1,2,1,7,5,71.4285714285714, 2
lu,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0, 0
pot,2,12,1,0,3,0,0,2,0,0,0,0,0,1,1,0,1,8,6,75, -3
fu,74,2110,349,1174,1150,578,50.2608695652174,15,4,22,12,82,18,302,60,242,105,919,416,45.2665941240479, -3.82432432432432
ilu,13,206,26,142,109,56,51.3761467889908,42,12,5,5,6,2,18,5,13,13,84,34,40.4761904761905, 3.07692307692308
kaf,6,81,16,48,42,20,47.6190476190476,17,6,1,1,3,0,13,2,11,2,41,24,58.5365853658537, -4.66666666666667
University of Ikkuvvuki players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Eto Kyoshi,51,2048,29,0,1,0,0,0,0,0,0,1,0,641,141,500,0,0,0,0, 6.58823529411765
Yoshida Yoriyuki,37,1382,220,495,445,247,55.5056179775281,0,0,8,1,34,19,291,75,216,46,552,288,52.1739130434783, 6.56756756756757
Iwayanagi Masami,64,2863,496,1377,1190,569,47.8151260504202,423,120,6,5,82,32,317,90,227,72,1360,702,51.6176470588235, 8.34375
Shishido Sofu,35,1363,99,818,691,353,51.0853835021708,215,66,0,0,39,40,145,37,108,62,469,231,49.2537313432836, 5.4
Iwayanagi Izo,38,1574,515,811,714,334,46.7787114845938,249,64,9,5,50,22,177,47,130,15,741,374,50.472334682861, 6.81578947368421
Fujikawa Victahriok,19,351,0,0,0,0,0,0,0,0,0,1,0,112,36,76,0,0,0,0, 1.89473684210526
Ametsuchi Salen,17,292,39,102,107,51,47.6635514018692,0,0,0,0,3,2,68,17,51,32,111,46,41.4414414414414, 4.35294117647059
Wakuni Nariaki,17,269,68,154,126,63,50,35,11,0,0,12,14,29,9,20,32,122,51,41.8032786885246, 8.35294117647059
Ametsuchi Danjuro,56,1301,258,798,621,334,53.7842190016103,208,69,0,0,36,28,129,43,86,99,546,225,41.2087912087912, 6.125
Ishimoto Senichi,11,191,56,108,94,44,46.8085106382979,33,9,1,0,5,3,20,5,15,8,109,43,39.4495412844037, 5.45454545454545
Hiroshima Meiji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
Lyaka Kaknak,6,116,21,74,52,37,71.1538461538462,0,0,0,0,7,2,20,5,15,14,50,26,52, 3.83333333333333
Komatsu Udo,48,1595,540,920,781,458,58.6427656850192,0,0,4,4,47,20,287,100,187,70,738,330,44.7154471544715, 6.16666666666667
Kasai Tomiji,5,38,3,34,30,14,46.6666666666667,7,3,0,0,0,0,2,1,1,1,11,7,63.6363636363636, 1.8
Sugimoto Masuhiro,104,689,197,383,283,156,55.1236749116608,97,39,2,2,15,18,82,19,63,16,236,127,53.8135593220339, 1.24038461538462
University of Fiik Lanki Akol players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Akamine Yoshifumi,32,1515,0,0,0,0,0,0,0,0,0,0,2,298,73,225,1,8,1,12.5, 2.28125
Nagasawa Yoshiiku,96,3311,593,1304,1136,649,57.1302816901408,0,0,14,6,114,29,599,179,420,106,1597,871,54.539762053851, 1.29166666666667
Komatsu Seiho,68,2888,191,1078,1006,526,52.286282306163,0,0,56,26,115,32,398,123,275,82,1428,756,52.9411764705882, 0.808823529411765
Masaki Meiji,47,1623,117,1050,829,448,54.0410132689988,270,79,0,0,58,21,159,35,124,77,748,373,49.8663101604278, 2.06382978723404
Yabuta Tessai,98,4279,1840,2102,1754,979,55.8152793614595,231,67,12,5,123,64,609,164,445,167,1335,526,39.4007490636704, 1.60204081632653
Yoshida Sanzo,73,3188,0,2,2,1,50,0,0,0,0,2,0,886,249,637,1,2,1,50, 2.6986301369863
Rezinal Dayu,51,1587,113,584,555,290,52.2522522522522,0,0,12,4,52,15,305,88,217,62,793,444,55.9899117276167, 2.07843137254902
Flaenne Yuji,2,15,4,6,5,3,60,2,0,0,0,0,0,0,0,0,2,8,4,50, 4.5
Usagi Akio,38,955,180,523,445,247,55.5056179775281,52,16,6,2,25,15,96,24,72,41,464,226,48.7068965517241, 1.63157894736842
Onishi Bunrakuken,18,343,75,196,172,80,46.5116279069767,52,11,2,1,7,5,36,5,31,11,137,69,50.3649635036496, 3.88888888888889
Miyoshi Senichi,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0, 0
Kammuri Yoshiiku,30,711,126,320,281,159,56.5836298932384,0,0,6,2,13,10,134,38,96,34,293,132,45.0511945392491, 3.4
Ametsuchi Miyoko,10,235,46,72,77,35,45.4545454545455,0,0,2,2,2,0,28,6,22,25,90,42,46.6666666666667, 8.3
Yamazaki Ieyoshi,6,95,22,62,53,31,58.4905660377358,0,0,0,0,2,0,5,0,5,6,45,24,53.3333333333333, 0
Yuguchi Dayu,1,8,1,4,3,2,66.6666666666667,0,0,0,0,0,0,2,0,2,0,5,1,20, 6
University of Yuofuan players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Kai Sanzo,32,1536,0,0,0,0,0,0,0,0,0,1,0,434,102,332,1,4,0,0, -15.375
Gdanalg Zlafk,34,1332,79,638,675,310,45.9259259259259,0,0,40,18,87,15,278,52,226,38,618,372,60.1941747572816, -13.2058823529412
Murata Shunmyo,66,2682,554,1800,1777,878,49.4091164884637,0,0,84,44,109,33,623,136,487,105,1166,583,50, -11.1363636363636
Nobira Aeridaniok,32,1463,103,476,570,212,37.1929824561403,0,0,90,52,82,12,187,50,137,32,669,363,54.2600896860987, -14.9375
Koyanagi Hirokazu,44,1675,546,362,380,174,45.7894736842105,0,0,24,14,65,21,227,51,176,38,720,359,49.8611111111111, -12
Go Sumiteru,29,648,0,0,0,0,0,0,0,0,0,0,0,148,42,106,0,0,0,0, -2.58620689655172
Matsuyama Sanzo,79,2978,226,1239,1204,607,50.4152823920266,0,0,48,25,114,34,567,160,407,103,1440,792,55, -6.20253164556962
Foü Gatvo,4,25,4,15,15,6,40,3,1,0,0,0,0,2,0,2,1,6,1,16.6666666666667, -1.75
Kautidk'ë Dyu,4,56,9,22,21,11,52.3809523809524,0,0,0,0,1,0,4,2,2,2,29,17,58.6206896551724, -2.75
Kôzuke Masami,19,304,90,189,149,75,50.3355704697987,59,19,3,2,11,3,41,7,34,9,160,89,55.625, -2.63157894736842
Mawatari Gihei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
Kvvwha Hlema,23,368,43,109,132,50,37.8787878787879,0,0,18,9,11,8,89,23,66,23,162,70,43.2098765432099, -0.956521739130435
Takamitsu Kohei,8,159,33,129,112,53,47.3214285714286,24,5,2,2,3,0,24,4,20,15,84,41,48.8095238095238, -4.75
Domen Yakumo,3,18,2,4,4,2,50,2,0,0,0,1,0,5,1,4,1,9,4,44.4444444444444, -1
Rezinal Yoshitoshi,5,84,20,27,28,11,39.2857142857143,0,0,6,5,0,0,7,2,5,7,54,25,46.2962962962963, -2
University of Maxwmkakki players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Koki Hirokazu,64,1987,0,0,0,0,0,0,0,0,0,2,0,404,80,324,1,16,12,75, -3.3125
Isa Tomiji,128,4290,635,1335,1367,651,47.6225310899781,0,0,68,33,148,39,823,188,635,166,1924,1036,53.8461538461538, -3.671875
Sugimoto Danjuro,39,1657,107,689,774,338,43.6692506459948,0,0,20,13,68,17,273,70,203,40,737,399,54.1383989145183, -5.53846153846154
Koyanagi Victahriok,66,3059,482,1548,1536,769,50.0651041666667,0,0,16,10,94,38,325,87,238,69,1377,692,50.2541757443718, -5.04545454545455
Yamazaki Kyoshi,64,2863,973,1592,1270,658,51.8110236220472,421,126,12,9,89,34,423,96,327,90,1042,495,47.5047984644914, -4.8125
Ienaga Okitsugu,23,419,0,0,0,0,0,0,0,0,0,0,0,98,30,68,0,0,0,0, -1.52173913043478
Jin Seiho,17,169,18,84,68,37,54.4117647058823,17,5,0,0,9,3,34,11,23,20,103,45,43.6893203883495, -1.41176470588235
Komori Ton,32,1366,177,664,541,264,48.7985212569316,195,57,10,6,46,17,260,58,202,36,577,318,55.1126516464471, -4.09375
Kai Yuji,3,49,11,24,25,11,44,6,0,0,0,3,0,11,4,7,0,12,5,41.6666666666667, 0.666666666666667
Hato Goro,8,121,27,68,61,34,55.7377049180328,0,0,0,0,2,8,14,2,12,10,42,15,35.7142857142857, -3
Rael Shoraku,91,1196,20,0,0,0,0,0,0,0,0,4,0,376,80,296,0,2,1,50, -2.17582417582418
Horie Senelile,15,264,24,91,108,43,39.8148148148148,0,0,8,5,6,6,43,6,37,30,132,57,43.1818181818182, -0.0666666666666667
Yuguchi Tamuramaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
Kammuri Kane,2,28,6,20,13,10,76.9230769230769,0,0,0,0,2,1,2,0,2,1,13,3,23.0769230769231, 3
Minamoto Taki,4,45,2,29,25,12,48,6,2,1,1,0,0,5,1,4,1,19,9,47.3684210526316, -1.25
University of Lnwm players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Akamine Meiji,98,2353,0,0,0,0,0,0,0,0,0,1,2,535,111,424,4,48,33,68.75, -4.55102040816327
Watsuji Seiki,65,2596,264,1189,1079,589,54.5875810936052,0,0,26,11,79,30,480,98,382,124,1158,614,53.0224525043178, -4.6
Tembin Masuhiro,32,1357,81,269,280,129,46.0714285714286,22,3,11,3,58,17,160,39,121,45,735,343,46.6666666666667, -5.5
Yamazaki Senichi,35,925,74,563,471,225,47.7707006369427,161,49,2,1,33,19,105,31,74,28,452,242,53.5398230088496, -1.62857142857143
Takamitsu Masu,103,4390,1211,2468,2072,994,47.972972972973,779,246,29,21,184,61,527,129,398,89,1881,996,52.9505582137161, -4.72815533980583
Koki Akio,80,2342,1,32,31,15,48.3870967741936,0,0,2,2,9,2,594,127,467,8,57,36,63.1578947368421, -1.5125
Métro Taki,17,211,48,105,92,40,43.4782608695652,35,8,2,0,9,4,34,8,26,19,100,48,48, -0.882352941176471
Kawata Paradiniton,38,1527,123,516,516,251,48.6434108527132,0,0,28,14,40,21,242,57,185,55,763,372,48.7549148099607, -4.5
Yada Danjuro,82,3124,811,1698,1586,795,50.1261034047919,119,43,44,24,115,31,431,90,341,118,1444,790,54.7091412742382, -6.36585365853659
Wakuni Natsuo,15,296,49,155,151,62,41.0596026490066,66,17,2,2,9,4,45,9,36,4,135,65,48.1481481481481, -5.13333333333333
Handa Ethanthovok,20,454,24,0,0,0,0,0,0,0,0,0,0,148,36,112,0,0,0,0, -2.75
Dgenek E,22,344,47,101,113,50,44.2477876106195,0,0,2,1,17,2,61,7,54,32,152,75,49.3421052631579, -0.909090909090909
Uemura Lesteriok,20,268,29,178,162,89,54.9382716049383,0,0,0,0,7,4,28,11,17,20,131,63,48.0916030534351, -0.1
Kujira Hirokazu,30,584,77,382,312,158,50.6410256410256,78,28,0,0,27,4,85,23,62,42,285,114,40, -1
Tembin Lesteriok,14,326,134,185,182,80,43.956043956044,60,12,0,0,14,4,60,16,44,16,127,57,44.8818897637795, 1.07142857142857
University of Vikkada players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Rael Kunimichi,96,232,2,4,2,2,100,0,0,0,0,0,0,52,13,39,0,1,0,0, 0.510416666666667
Arata Kamlyn,39,1569,98,264,303,130,42.9042904290429,0,0,12,4,114,14,274,56,218,37,652,356,54.601226993865, -7.87179487179487
Amano Tessai,128,5627,718,2216,1903,850,44.6663163426169,832,227,42,19,240,71,631,140,491,181,2668,1445,54.160419790105, -0.8046875
Isa Dayu,32,1341,147,476,518,224,43.2432432432432,0,0,62,28,70,13,155,28,127,46,556,291,52.3381294964029, -7.59375
Wakuni Meiji,32,1482,443,1000,895,405,45.2513966480447,321,64,20,13,63,16,181,44,137,32,641,310,48.3619344773791, -8.90625
Sugimoto Tetsuya,102,349,0,0,0,0,0,0,0,0,0,0,0,82,18,64,0,1,0,0, -0.558823529411765
Koyanagi Tadashi,14,241,24,162,139,81,58.273381294964,0,0,0,0,13,4,50,10,40,30,114,43,37.719298245614, -1.64285714285714
Higashi Kiyohira,12,229,46,80,86,40,46.5116279069767,0,0,0,0,8,2,36,8,28,23,104,35,33.6538461538462, 2.75
Kjauzkrÿyrbi Teü,12,174,20,131,85,51,60,30,15,3,3,4,2,14,6,8,16,94,42,44.6808510638298, 1.5
Kai Kiyohira,39,1633,272,958,767,376,49.0221642764016,323,107,7,5,63,21,229,45,184,34,731,363,49.6580027359781, 2.82051282051282
Fihana Yoshitora,160,6847,168,6,5,3,60,0,0,0,0,15,1,2331,577,1754,8,17,12,70.5882352941177, -0.25
Usagi Danjuro,34,1281,195,644,623,304,48.7961476725522,33,10,20,11,33,25,249,59,190,97,430,155,36.046511627907, 3.73529411764706
Yamataka Koshiro,4,46,5,15,18,7,38.8888888888889,3,1,0,0,3,1,9,4,5,7,26,9,34.6153846153846, -1.75
Domen Ieyoshi,53,1794,299,1133,903,566,62.6799557032115,0,0,4,1,45,26,172,45,127,31,899,493,54.8387096774194, 2.35849056603774
Suda Yasuoka,3,48,10,19,25,7,28,11,4,0,0,3,0,6,0,6,3,11,5,45.4545454545455, -5
University of Aahrus 1 players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Go Isei,64,451,0,8,6,4,66.6666666666667,0,0,0,0,0,0,91,14,77,1,6,3,50, 3.453125
Fujikawa Victahriok,72,1618,277,868,861,417,48.4320557491289,0,0,44,34,65,11,325,72,253,50,869,448,51.5535097813579, 1.91666666666667
Kawata Tameyoshi,41,1215,183,766,691,313,45.2966714905933,223,59,7,7,42,254,146,34,112,74,288,101,35.0694444444444, 15.3414634146341
Komatsu Taki,35,1566,221,409,422,198,46.9194312796209,0,0,26,13,50,26,202,59,143,18,851,442,51.9388954171563, 14.4857142857143
Jin Keizo,32,1448,385,833,735,416,56.5986394557823,0,0,2,1,39,18,189,39,150,39,628,285,45.3821656050955, 13.78125
Sasagawa Natsuo,119,3575,0,0,0,0,0,0,0,0,0,2,0,1214,354,860,1,4,2,50, 5.14285714285714
Hiroshima Tameyoshi,23,481,285,347,277,173,62.4548736462094,0,0,2,1,16,25,115,40,75,40,124,47,37.9032258064516, 7.8695652173913
Savana Masuhiro,16,179,41,103,103,43,41.747572815534,40,11,0,0,4,2,17,4,13,15,95,42,44.2105263157895, 0.25
Lvieknim Tetsuya,36,1444,235,826,707,352,49.7878359264498,197,71,4,2,34,13,156,34,122,45,708,372,52.5423728813559, 1.05555555555556
Okumura Kamlyn,70,2749,546,1216,1079,476,44.114921223355,466,129,25,18,88,38,374,95,279,60,1122,547,48.7522281639929, 3.38571428571429
Sugimoto Kyoshi,85,3278,71,0,1,0,0,0,0,0,0,3,4,1279,329,950,0,3,2,66.6666666666667, 3.76470588235294
Yabuta Danjuro,23,538,44,329,266,137,51.5037593984962,103,37,0,0,13,10,93,14,79,32,206,94,45.6310679611651, 9.47826086956522
Okada Hideki,33,697,162,457,378,190,50.2645502645503,107,42,4,3,26,11,94,29,65,63,291,119,40.893470790378, 2.75757575757576
Amano Tameyoshi,40,1620,112,932,824,387,46.9660194174757,270,67,2,1,57,17,178,41,137,47,748,392,52.4064171122995, 4.3
Matsuyama Udo,23,421,134,210,195,86,44.1025641025641,72,21,2,1,10,9,66,20,46,21,145,53,36.551724137931, 6.69565217391304
University of Aahrus 2 players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Ogino Yakumo,33,1542,75,2,4,1,25,0,0,0,0,1,4,692,197,495,1,1,1,100, 7.36363636363636
Kawata Kyoshi,41,1383,141,466,465,228,49.0322580645161,0,0,28,10,46,23,273,71,202,88,486,250,51.440329218107, 3.82926829268293
Hekki Goro,33,988,94,652,559,326,58.3184257602862,0,0,0,0,29,17,138,26,112,54,428,227,53.0373831775701, 4.33333333333333
Yada Yoriyuki,64,2744,542,1433,1259,570,45.27402700556,431,121,66,45,80,25,315,70,245,83,1301,656,50.4227517294389, 4.9375
Savana Izo,33,1390,479,735,673,292,43.3878157503715,265,81,10,7,49,16,185,36,149,52,595,277,46.5546218487395, 5.48484848484848
Sugimoto Victahriok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
Fihana Matsuyo,71,3006,213,1384,1229,569,46.2978030919447,455,119,17,10,119,31,594,135,459,94,1411,783,55.4925584691708, 3.04225352112676
Maekawa Dayu,52,1782,291,1106,906,453,50,285,85,10,10,54,16,180,43,137,76,697,327,46.9153515064562, 3.48076923076923
Onishi Sadaharu,11,148,18,102,76,51,67.1052631578947,0,0,0,0,3,0,20,4,16,9,84,33,39.2857142857143, 4.45454545454545
Kai Takeji,36,1614,471,737,631,296,46.9096671949287,253,71,11,4,37,21,198,39,159,25,702,366,52.1367521367521, 5.72222222222222
Yukiyama Takeichi,1,11,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0, 6
Uozumi Danjuro,28,455,55,200,212,90,42.4528301886792,0,0,34,20,16,5,98,17,81,65,208,84,40.3846153846154, 3.85714285714286
Kajiki Kuma,24,411,86,264,223,132,59.1928251121076,0,0,0,0,9,25,64,15,49,39,166,78,46.9879518072289, 4.125
Kawata Tessai,11,195,34,94,76,47,61.8421052631579,0,0,0,0,5,8,22,6,16,20,102,35,34.3137254901961, 5.18181818181818
Rezinal Taki,4,60,16,39,36,16,44.4444444444444,10,4,0,0,2,1,5,2,3,16,50,25,50, 8.5
University of Bongatar 1 players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Pusu Mann,33,1547,0,0,0,0,0,0,0,0,0,0,0,314,81,233,0,0,0,0, 3.6969696969697
Ydar Hessar,70,1995,785,1162,948,581,61.2869198312236,0,0,0,0,56,52,489,127,362,161,693,287,41.4141414141414, 2.07142857142857
Luffy Iode,68,2776,481,1152,1000,569,56.9,0,0,28,14,72,36,280,67,213,104,1312,644,49.0853658536585, 0.470588235294118
Hexar Iode,33,1404,165,804,663,330,49.7737556561086,224,71,1,1,34,27,163,38,125,42,696,359,51.5804597701149, 2.09090909090909
