University of Pxalit'k'a	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Aahrus	Shishido Hirotada	1	89	105	19	12	43	84	96	113	86	56	87	C+	20	73.24	-1	1	1	0	0
Aahrus	Okumura Sun	2	42	44	49	42	52	20	20	14	29	71	87	D+	18	31.48	-1	1	1	0	0
Aahrus	Okada Hideki	3	68	59	79	33	63	61	63	17	6	69	93	C	19	46.84	-1	1	1	0	0
Aahrus	Métro Kiyohira	4	59	66	43	50	55	55	58	37	111	55	67	D+	18	60.35	-1	1	1	0	0
Aahrus	Yukiyama Takuji	5	30	16	34	65	95	36	67	31	38	93	88	D+	20	55.49	-1	1	1	0	0
University of Aahrus 2	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Aahrus	Handa Sofu	1	33	35	9	7	7	26	23	66	38	81	94	C	18	32.42	-1	1	1	0	0
Aahrus	Rael Sumiteru	2	36	35	20	22	36	39	42	38	17	82	85	D	18	33.55	-1	1	1	0	0
Aahrus	Hiroshima Eikichi	3	87	75	43	35	44	91	54	80	78	98	103	D	21	63.58	-1	1	1	0	0
Aahrus	Métro Kiyohira	4	47	43	56	70	37	54	34	26	24	56	80	D	21	45.48	-1	1	1	0	0
Aahrus	Saiki Yuji	5	34	26	56	54	57	39	52	9	59	17	99	C+	20	50.42	-1	1	1	0	0
Aahrus	Mawatari Isei	1	67	67	23	16	34	58	74	48	65	13	94	C	21	51.89	-1	1	1	0	0
Aahrus	Kawata Kyoshi	2	30	27	14	27	16	14	59	48	21	91	69	D	19	31.97	-1	1	1	0	0
Aahrus	Tokage Ton	3	8	14	42	23	53	62	15	50	20	75	81	F+	18	38.12	-1	1	1	0	0
Aahrus	Suguro Isei	4	65	53	84	41	18	55	53	28	19	20	73	D	21	44.51	-1	1	1	0	0
Aahrus	Koguma Shirosama	5	8	18	51	32	92	79	50	25	47	65	56	C	18	55.27	-1	1	1	0	0
Aahrus	Usagi Kiyohira	1	119	96	24	14	9	53	64	139	30	83	82	C+	21	55.92	-1	1	1	0	0
Aahrus	Uozumi Danjuro	2	84	89	34	48	26	65	54	73	30	87	61	D	19	49.87	-1	1	1	0	0
Aahrus	Ishimoto Morie	3	95	83	52	15	17	94	75	78	34	41	75	C	18	53.27	-1	1	1	0	0
Aahrus	Hvanne Hikozaemon	4	23	24	25	31	15	31	34	19	17	50	65	D	18	26.37	-1	1	1	0	0
Aahrus	Tamatsuki Bunzo	5	12	27	61	85	130	52	88	57	67	55	78	C	19	77.29	-1	1	1	0	0
University of Bongatar 1	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Bongatar	Pusu Iode	1	56	47	11	15	27	57	69	95	41	14	51	D+	19	49.56	-1	1	1	0	0
Bongatar	Luffy Iode	2	65	69	27	11	26	29	18	53	15	7	76	C	20	29.87	-1	1	1	0	0
Bongatar	Luffy Iode	3	63	73	123	52	81	76	86	32	34	12	97	C	19	68.82	-1	1	1	0	0
Bongatar	Luffy Iode	4	104	105	125	37	40	108	53	44	91	90	85	B	19	73.58	-1	1	1	0	0
Bongatar	Luffy Mann	5	38	40	53	63	75	21	40	35	44	54	94	C	19	49.76	-1	1	1	0	0
Bongatar	Hexar Iode	1	91	88	47	26	42	69	66	156	87	33	74	D+	20	76.30	-1	1	1	0	0
Bongatar	Ydar Hessar	2	92	63	47	15	43	39	33	103	44	40	71	D+	19	51.18	-1	1	1	0	0
Bongatar	Luffy Iode	3	21	30	28	28	35	71	42	21	56	38	82	D	18	43.08	-1	1	1	0	0
Bongatar	Ydar Jeem	4	21	23	10	28	14	40	23	46	35	13	80	F	18	29.13	-1	1	1	0	0
Bongatar	Ydar Logan	5	29	11	51	49	86	51	47	25	32	36	98	C	19	52.88	-1	1	1	0	0
Bongatar	Hexar Mann	1	75	79	8	21	27	50	66	60	25	60	62	D+	18	40.82	-1	1	1	0	0
Bongatar	Shitt Logan	2	69	91	42	21	38	56	51	68	37	20	82	D	20	49.59	-1	1	1	0	0
Bongatar	Luffy Jeem	3	16	19	25	27	6	40	25	18	22	53	66	F	18	25.52	-1	1	1	0	0
Bongatar	Hexar Logan	4	50	47	16	26	31	15	46	22	27	25	45	C	18	26.82	-1	1	1	0	0
Bongatar	Shitt Jeem	5	38	29	67	51	76	47	102	24	18	56	59	D+	18	57.31	-1	1	1	0	0
University of Bongatar 2	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Bongatar	Luffy Iode	1	11	11	9	8	11	9	23	34	23	92	61	F+	20	20.27	-1	1	1	0	0
Bongatar	Hexar Mann	2	74	80	30	27	40	42	39	39	38	71	73	D+	18	39.29	-1	1	1	0	0
Bongatar	Shitt Mann	3	51	54	37	24	42	31	28	38	48	30	71	C	19	37.61	-1	1	1	0	0
Bongatar	Shitt Iode	4	90	69	82	85	48	43	43	50	85	92	78	F+	22	65.47	-1	1	1	0	0
Bongatar	Ydar Logan	5	64	60	22	61	72	40	34	7	50	22	92	C	19	45.74	-1	1	1	0	0
Bongatar	Pusu Logan	1	63	57	11	15	24	30	11	81	67	65	85	D	18	40.58	-1	1	1	0	0
Bongatar	Shitt Hessar	2	29	36	52	21	28	50	52	82	11	39	103	C	19	47.39	-1	1	1	0	0
Bongatar	Luffy Logan	3	21	33	43	35	32	45	28	37	24	24	81	D+	19	36.27	-1	1	1	0	0
Bongatar	Hexar Jeem	4	72	76	100	83	32	61	49	17	81	49	78	D	22	65.38	-1	1	1	0	0
Bongatar	Shitt Jeem	5	49	45	77	82	62	50	14	19	52	11	63	D+	20	51.98	-1	1	1	0	0
Bongatar	Pusu Iode	1	104	87	32	18	27	97	33	93	40	83	107	D	22	56.12	-1	1	1	0	0
Bongatar	Shitt Hessar	2	72	63	51	43	11	55	41	81	19	41	62	C	20	46.21	-1	1	1	0	0
Bongatar	Hexar Iode	3	26	19	47	29	35	33	50	23	32	54	87	D	18	37.90	-1	1	1	0	0
Bongatar	Ydar Mann	4	34	35	31	57	22	53	44	8	109	47	89	D	18	51.89	-1	1	1	0	0
Bongatar	Hexar Iode	5	57	47	77	50	137	51	63	21	37	90	90	C	21	67.50	-1	1	1	0	0
